dteday,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2011-01-01,1.0,0.11079153244362633,0.11079153244362633,1,1,1,3,At Risk
2011-01-02,0.9986301369863014,0.08962264150943397,0.08962264150943397,1,1,1,3,At Risk
2011-01-03,0.9972602739726028,0.15266912103083297,0.15266912103083297,1,1,1,3,At Risk
2011-01-04,0.9958904109589041,0.1771744132535665,0.1771744132535665,1,1,1,3,At Risk
2011-01-05,0.9945205479452055,0.18154624942475842,0.18154624942475842,1,1,1,3,At Risk
2011-01-06,0.9931506849315068,0.18223653934652556,0.18223653934652556,1,1,1,3,At Risk
2011-01-07,0.9917808219178083,0.17119190059825126,0.17119190059825126,1,1,1,3,At Risk
2011-01-08,0.9904109589041096,0.10780027611596871,0.10780027611596871,1,1,1,3,At Risk
2011-01-09,0.989041095890411,0.09203865623561897,0.09203865623561897,1,1,1,3,At Risk
2011-01-10,0.9876712328767123,0.14944776806258628,0.14944776806258628,1,1,1,3,At Risk
2011-01-11,0.9863013698630138,0.14277496548550392,0.14277496548550392,1,1,1,3,At Risk
2011-01-12,0.9849315068493151,0.13115508513575702,0.13115508513575702,1,1,1,3,At Risk
2011-01-13,0.9835616438356164,0.1592268752876208,0.1592268752876208,1,1,1,3,At Risk
2011-01-14,0.9821917808219178,0.16095260009203866,0.16095260009203866,1,1,1,3,At Risk
2011-01-15,0.9808219178082191,0.14104924068108607,0.14104924068108607,1,1,1,3,At Risk
2011-01-16,0.9794520547945206,0.135987114588127,0.135987114588127,1,1,1,3,At Risk
2011-01-17,0.9780821917808219,0.11251725724804418,0.11251725724804418,1,1,1,3,At Risk
2011-01-18,0.9767123287671233,0.07604693971468017,0.07604693971468017,1,1,1,3,At Risk
2011-01-19,0.9753424657534246,0.1872986654394846,0.1872986654394846,1,1,1,3,At Risk
2011-01-20,0.9739726027397261,0.21916705016106766,0.21916705016106766,1,1,1,3,At Risk
2011-01-21,0.9726027397260274,0.17498849516797055,0.17498849516797055,1,1,1,3,At Risk
2011-01-22,0.9712328767123288,0.11033133916244824,0.11033133916244824,1,1,1,3,At Risk
2011-01-23,0.9698630136986301,0.11090658076392085,0.11090658076392085,1,1,1,3,At Risk
2011-01-24,0.9684931506849315,0.16037735849056603,0.16037735849056603,1,1,1,3,At Risk
2011-01-25,0.9671232876712329,0.22583985273815002,0.22583985273815002,1,1,1,3,At Risk
2011-01-26,0.9657534246575342,0.05568338702254947,0.05568338702254947,1,1,1,3,At Risk
2011-01-27,0.9643835616438357,0.047054763000460194,0.047054763000460194,1,1,1,3,At Risk
2011-01-28,0.963013698630137,0.13173032673722965,0.13173032673722965,1,1,1,3,At Risk
2011-01-29,0.9616438356164384,0.12379199263690752,0.12379199263690752,1,1,1,3,At Risk
2011-01-30,0.9602739726027397,0.12356189599631845,0.12356189599631845,1,1,1,3,At Risk
2011-01-31,0.9589041095890412,0.17015646571560056,0.17015646571560056,1,1,1,3,At Risk
2011-02-01,0.9575342465753425,0.1539346525540727,0.1539346525540727,1,1,1,3,At Risk
2011-02-02,0.9561643835616438,0.17303267372296366,0.17303267372296366,1,1,1,3,At Risk
2011-02-03,0.9547945205479452,0.1757938334100322,0.1757938334100322,1,1,1,3,At Risk
2011-02-04,0.9534246575342465,0.19397146801656698,0.19397146801656698,1,1,1,3,At Risk
2011-02-05,0.952054794520548,0.1130924988495168,0.1130924988495168,1,1,1,3,At Risk
2011-02-06,0.9506849315068493,0.18419236079153245,0.18419236079153245,1,1,1,3,At Risk
2011-02-07,0.9493150684931507,0.19443166129774506,0.19443166129774506,1,1,1,3,At Risk
2011-02-08,0.947945205479452,0.17349286700414174,0.17349286700414174,1,1,1,3,At Risk
2011-02-09,0.9465753424657535,0.182121491026231,0.182121491026231,1,1,1,3,At Risk
2011-02-10,0.9452054794520548,0.17441325356649792,0.17441325356649792,1,1,1,3,At Risk
2011-02-11,0.9438356164383561,0.19834330418775886,0.19834330418775886,1,1,1,3,At Risk
2011-02-12,0.9424657534246575,0.16682006442705938,0.16682006442705938,1,1,1,3,At Risk
2011-02-13,0.9410958904109589,0.18028071790151864,0.18028071790151864,1,1,1,3,At Risk
2011-02-14,0.9397260273972603,0.21755637367694433,0.21755637367694433,1,1,1,3,At Risk
2011-02-15,0.9383561643835616,0.206281638288081,0.206281638288081,1,1,1,3,At Risk
2011-02-16,0.936986301369863,0.24079613437643815,0.24079613437643815,1,1,1,3,At Risk
2011-02-17,0.9356164383561644,0.28221352968246666,0.28221352968246666,1,1,1,3,At Risk
2011-02-18,0.9342465753424658,0.33421537045559135,0.33421537045559135,1,1,1,3,At Risk
2011-02-19,0.9328767123287671,0.18557294063506674,0.18557294063506674,1,1,1,3,At Risk
2011-02-20,0.9315068493150686,0.20593649332719743,0.20593649332719743,1,1,1,3,At Risk
2011-02-21,0.9301369863013699,0.12482742751955822,0.12482742751955822,1,1,1,3,At Risk
2011-02-22,0.9287671232876712,0.16428900138057986,0.16428900138057986,1,1,1,3,At Risk
2011-02-23,0.9273972602739726,0.2180165669581224,0.2180165669581224,1,1,1,3,At Risk
2011-02-24,0.9260273972602739,0.2053612517257248,0.2053612517257248,1,1,1,3,At Risk
2011-02-25,0.9246575342465754,0.1655545329038196,0.1655545329038196,1,1,1,3,At Risk
2011-02-26,0.9232876712328767,0.22399907961343765,0.22399907961343765,1,1,1,3,At Risk
2011-02-27,0.9219178082191781,0.2738150023009664,0.2738150023009664,1,1,1,3,At Risk
2011-02-28,0.9205479452054794,0.16382880809940176,0.16382880809940176,1,1,1,3,At Risk
2011-03-01,0.9191780821917809,0.21042337781868387,0.21042337781868387,1,1,1,3,At Risk
2011-03-02,0.9178082191780822,0.24298205246203408,0.24298205246203408,1,1,1,3,At Risk
2011-03-03,0.9164383561643835,0.19132535664979292,0.19132535664979292,1,1,1,3,At Risk
2011-03-04,0.915068493150685,0.22112287160607455,0.22112287160607455,1,1,1,3,At Risk
2011-03-05,0.9136986301369863,0.23642429820524624,0.23642429820524624,1,1,1,3,At Risk
2011-03-06,0.9123287671232877,0.06707317073170732,0.06707317073170732,1,1,1,3,At Risk
2011-03-07,0.910958904109589,0.21283939254486886,0.21283939254486886,1,1,1,3,At Risk
2011-03-08,0.9095890410958904,0.24286700414173956,0.24286700414173956,1,1,1,3,At Risk
2011-03-09,0.9082191780821918,0.21502531063046482,0.21502531063046482,1,1,1,3,At Risk
2011-03-10,0.9068493150684932,0.06914404049700874,0.06914404049700874,1,1,1,3,At Risk
2011-03-11,0.9054794520547945,0.22491946617579384,0.22491946617579384,1,1,1,3,At Risk
2011-03-12,0.904109589041096,0.24275195582144504,0.24275195582144504,1,1,1,3,At Risk
2011-03-13,0.9027397260273973,0.2755407271053843,0.2755407271053843,1,1,1,3,At Risk
2011-03-14,0.9013698630136986,0.23285780027611597,0.23285780027611597,1,1,1,3,At Risk
2011-03-15,0.9,0.23400828347906125,0.23400828347906125,1,1,1,3,At Risk
2011-03-16,0.8986301369863013,0.24965485503911647,0.24965485503911647,1,1,1,3,At Risk
2011-03-17,0.8972602739726028,0.31316152784169354,0.31316152784169354,1,1,1,3,At Risk
2011-03-18,0.8958904109589041,0.37011044638748275,0.37011044638748275,1,2,2,5,Potential Customers
2011-03-19,0.8945205479452055,0.35607455131155086,0.35607455131155086,1,1,1,3,At Risk
2011-03-20,0.8931506849315068,0.2817533364012886,0.2817533364012886,1,1,1,3,At Risk
2011-03-21,0.8917808219178083,0.23642429820524624,0.23642429820524624,1,1,1,3,At Risk
2011-03-22,0.8904109589041096,0.3084445467096181,0.3084445467096181,1,1,1,3,At Risk
2011-03-23,0.8890410958904109,0.24148642429820527,0.24148642429820527,1,1,1,3,At Risk
2011-03-24,0.8876712328767123,0.2120340543028072,0.2120340543028072,1,1,1,3,At Risk
2011-03-25,0.8863013698630137,0.25172572480441785,0.25172572480441785,1,1,1,3,At Risk
2011-03-26,0.8849315068493151,0.2846295444086516,0.2846295444086516,1,1,1,3,At Risk
2011-03-27,0.8835616438356164,0.1922457432121491,0.1922457432121491,1,1,1,3,At Risk
2011-03-28,0.8821917808219178,0.23078693051081456,0.23078693051081456,1,1,1,3,At Risk
2011-03-29,0.8808219178082192,0.27646111366774045,0.27646111366774045,1,1,1,3,At Risk
2011-03-30,0.8794520547945206,0.17418315692590888,0.17418315692590888,1,1,1,3,At Risk
2011-03-31,0.8780821917808219,0.19132535664979292,0.19132535664979292,1,1,1,3,At Risk
2011-04-01,0.8767123287671232,0.2536815462494248,0.2536815462494248,1,1,1,3,At Risk
2011-04-02,0.8753424657534247,0.25655775425678784,0.25655775425678784,1,1,1,3,At Risk
2011-04-03,0.873972602739726,0.371260929590428,0.371260929590428,1,2,2,5,Potential Customers
2011-04-04,0.8726027397260274,0.3558444546709618,0.3558444546709618,1,1,1,3,At Risk
2011-04-05,0.8712328767123287,0.20398067188219052,0.20398067188219052,1,1,1,3,At Risk
2011-04-06,0.8698630136986302,0.320524620340543,0.320524620340543,1,1,1,3,At Risk
2011-04-07,0.8684931506849315,0.35883571099861944,0.35883571099861944,1,1,1,3,At Risk
2011-04-08,0.8671232876712329,0.16670501610676486,0.16670501610676486,1,1,1,3,At Risk
2011-04-09,0.8657534246575342,0.27991256327657615,0.27991256327657615,1,1,1,3,At Risk
2011-04-10,0.8643835616438357,0.3305338242061666,0.3305338242061666,1,1,1,3,At Risk
2011-04-11,0.863013698630137,0.38265071329958583,0.38265071329958583,1,2,2,5,Potential Customers
2011-04-12,0.8616438356164383,0.2314772204325817,0.2314772204325817,1,1,1,3,At Risk
2011-04-13,0.8602739726027397,0.24620340543028074,0.24620340543028074,1,1,1,3,At Risk
2011-04-14,0.8589041095890411,0.3733317993557294,0.3733317993557294,1,2,2,5,Potential Customers
2011-04-15,0.8575342465753425,0.3571099861942016,0.3571099861942016,1,1,1,3,At Risk
2011-04-16,0.8561643835616438,0.08893235158766682,0.08893235158766682,1,1,1,3,At Risk
2011-04-17,0.8547945205479452,0.4282098481362172,0.4282098481362172,1,2,2,5,Potential Customers
2011-04-18,0.8534246575342466,0.39196962724344225,0.39196962724344225,1,2,2,5,Potential Customers
2011-04-19,0.852054794520548,0.36608375517717445,0.36608375517717445,1,2,2,5,Potential Customers
2011-04-20,0.8506849315068493,0.45121951219512196,0.45121951219512196,1,2,2,5,Potential Customers
2011-04-21,0.8493150684931506,0.4794063506672802,0.4794063506672802,1,2,2,5,Potential Customers
2011-04-22,0.8479452054794521,0.19109526000920388,0.19109526000920388,1,1,1,3,At Risk
2011-04-23,0.8465753424657534,0.46180395766221816,0.46180395766221816,1,2,2,5,Potential Customers
2011-04-24,0.8452054794520548,0.47963644730786925,0.47963644730786925,1,2,2,5,Potential Customers
2011-04-25,0.8438356164383561,0.46606074551311555,0.46606074551311555,1,2,2,5,Potential Customers
2011-04-26,0.8424657534246576,0.5036815462494247,0.5036815462494247,1,2,2,5,Potential Customers
2011-04-27,0.8410958904109589,0.4429360331339163,0.4429360331339163,1,2,2,5,Potential Customers
2011-04-28,0.8397260273972603,0.4643350207086977,0.4643350207086977,1,2,2,5,Potential Customers
2011-04-29,0.8383561643835616,0.526115968706857,0.526115968706857,1,3,3,7,Loyal Customers
2011-04-30,0.8369863013698631,0.6086056143580304,0.6086056143580304,1,3,3,7,Loyal Customers
2011-05-01,0.8356164383561644,0.3829958582604694,0.3829958582604694,1,2,2,5,Potential Customers
2011-05-02,0.8342465753424657,0.5037965945697193,0.5037965945697193,1,2,2,5,Potential Customers
2011-05-03,0.8328767123287671,0.5095490105844455,0.5095490105844455,1,2,2,5,Potential Customers
2011-05-04,0.8315068493150685,0.30039116428900137,0.30039116428900137,1,1,1,3,At Risk
2011-05-05,0.8301369863013699,0.5074781408191441,0.5074781408191441,1,2,2,5,Potential Customers
2011-05-06,0.8287671232876712,0.5276115968706857,0.5276115968706857,1,3,3,7,Loyal Customers
2011-05-07,0.8273972602739726,0.5398067188219052,0.5398067188219052,1,3,3,7,Loyal Customers
2011-05-08,0.826027397260274,0.49597330878969165,0.49597330878969165,1,2,2,5,Potential Customers
2011-05-09,0.8246575342465754,0.4993097100782328,0.4993097100782328,1,2,2,5,Potential Customers
2011-05-10,0.8232876712328767,0.5500460193281178,0.5500460193281178,1,3,3,7,Loyal Customers
2011-05-11,0.821917808219178,0.4786010124252186,0.4786010124252186,1,2,2,5,Potential Customers
2011-05-12,0.8205479452054795,0.5570639668660837,0.5570639668660837,1,3,3,7,Loyal Customers
2011-05-13,0.8191780821917808,0.46974229176254023,0.46974229176254023,1,2,2,5,Potential Customers
2011-05-14,0.8178082191780822,0.3896686608375518,0.3896686608375518,1,2,2,5,Potential Customers
2011-05-15,0.8164383561643835,0.5212839392544869,0.5212839392544869,1,3,3,7,Loyal Customers
2011-05-16,0.815068493150685,0.4528301886792453,0.4528301886792453,1,2,2,5,Potential Customers
2011-05-17,0.8136986301369863,0.47181316152784164,0.47181316152784164,1,2,2,5,Potential Customers
2011-05-18,0.8123287671232877,0.4409802116889094,0.4409802116889094,1,2,2,5,Potential Customers
2011-05-19,0.810958904109589,0.5238150023009664,0.5238150023009664,1,3,3,7,Loyal Customers
2011-05-20,0.8095890410958905,0.5631615278416935,0.5631615278416935,1,3,3,7,Loyal Customers
2011-05-21,0.8082191780821918,0.6653244362632306,0.6653244362632306,1,3,3,7,Loyal Customers
2011-05-22,0.8068493150684931,0.533594109526001,0.533594109526001,1,3,3,7,Loyal Customers
2011-05-23,0.8054794520547945,0.4891854578923147,0.4891854578923147,1,2,2,5,Potential Customers
2011-05-24,0.8041095890410959,0.514265991716521,0.514265991716521,1,2,2,5,Potential Customers
2011-05-25,0.8027397260273973,0.5701794753796595,0.5701794753796595,1,3,3,7,Loyal Customers
2011-05-26,0.8013698630136986,0.5355499309710079,0.5355499309710079,1,3,3,7,Loyal Customers
2011-05-27,0.8,0.5357800276115969,0.5357800276115969,1,3,3,7,Loyal Customers
2011-05-28,0.7986301369863014,0.5448688449148643,0.5448688449148643,1,3,3,7,Loyal Customers
2011-05-29,0.7972602739726028,0.5483202945237,0.5483202945237,1,3,3,7,Loyal Customers
2011-05-30,0.7958904109589041,0.4689369535204786,0.4689369535204786,1,2,2,5,Potential Customers
2011-05-31,0.7945205479452054,0.4555913483663139,0.4555913483663139,1,2,2,5,Potential Customers
2011-06-01,0.7931506849315069,0.45467096180395766,0.45467096180395766,1,2,2,5,Potential Customers
2011-06-02,0.7917808219178082,0.5690289921767142,0.5690289921767142,1,3,3,7,Loyal Customers
2011-06-03,0.7904109589041096,0.6086056143580304,0.6086056143580304,1,3,3,7,Loyal Customers
2011-06-04,0.7890410958904109,0.6120570639668661,0.6120570639668661,1,3,3,7,Loyal Customers
2011-06-05,0.7876712328767124,0.5618959963184538,0.5618959963184538,1,3,3,7,Loyal Customers
2011-06-06,0.7863013698630137,0.5207086976530143,0.5207086976530143,1,2,2,5,Potential Customers
2011-06-07,0.7849315068493151,0.5534974689369535,0.5534974689369535,1,3,3,7,Loyal Customers
2011-06-08,0.7835616438356164,0.5037965945697193,0.5037965945697193,1,2,2,5,Potential Customers
2011-06-09,0.7821917808219178,0.4478831109065808,0.4478831109065808,1,2,2,5,Potential Customers
2011-06-10,0.7808219178082192,0.5250805338242062,0.5250805338242062,1,3,3,7,Loyal Customers
2011-06-11,0.7794520547945205,0.5687988955361252,0.5687988955361252,1,3,3,7,Loyal Customers
2011-06-12,0.7780821917808219,0.5105844454670962,0.5105844454670962,1,2,2,5,Potential Customers
2011-06-13,0.7767123287671233,0.5750115048320295,0.5750115048320295,1,3,3,7,Loyal Customers
2011-06-14,0.7753424657534247,0.5601702715140359,0.5601702715140359,1,3,3,7,Loyal Customers
2011-06-15,0.773972602739726,0.5934192360791533,0.5934192360791533,1,3,3,7,Loyal Customers
2011-06-16,0.7726027397260274,0.43085595950299127,0.43085595950299127,1,2,2,5,Potential Customers
2011-06-17,0.7712328767123288,0.5547630004601933,0.5547630004601933,1,3,3,7,Loyal Customers
2011-06-18,0.7698630136986302,0.5864012885411873,0.5864012885411873,1,3,3,7,Loyal Customers
2011-06-19,0.7684931506849315,0.5432581684307409,0.5432581684307409,1,3,3,7,Loyal Customers
2011-06-20,0.7671232876712328,0.45881270133456054,0.45881270133456054,1,2,2,5,Potential Customers
2011-06-21,0.7657534246575343,0.5537275655775425,0.5537275655775425,1,3,3,7,Loyal Customers
2011-06-22,0.7643835616438356,0.5159917165209388,0.5159917165209388,1,2,2,5,Potential Customers
2011-06-23,0.763013698630137,0.548550391164289,0.548550391164289,1,3,3,7,Loyal Customers
2011-06-24,0.7616438356164383,0.5716751035434883,0.5716751035434883,1,3,3,7,Loyal Customers
2011-06-25,0.7602739726027398,0.5959502991256328,0.5959502991256328,1,3,3,7,Loyal Customers
2011-06-26,0.7589041095890411,0.6078002761159688,0.6078002761159688,1,3,3,7,Loyal Customers
2011-06-27,0.7575342465753425,0.5391164289001381,0.5391164289001381,1,3,3,7,Loyal Customers
2011-06-28,0.7561643835616438,0.5322135296824667,0.5322135296824667,1,3,3,7,Loyal Customers
2011-06-29,0.7547945205479452,0.5985964104924069,0.5985964104924069,1,3,3,7,Loyal Customers
2011-06-30,0.7534246575342466,0.6319604233778187,0.6319604233778187,1,3,3,7,Loyal Customers
2011-07-01,0.7520547945205479,0.6143580303727566,0.6143580303727566,1,3,3,7,Loyal Customers
2011-07-02,0.7506849315068493,0.5864012885411873,0.5864012885411873,1,3,3,7,Loyal Customers
2011-07-03,0.7493150684931507,0.5323285780027612,0.5323285780027612,2,3,3,8,Loyal Customers
2011-07-04,0.7479452054794521,0.6927059364933272,0.6927059364933272,2,4,4,10,Best Customers
2011-07-05,0.7465753424657534,0.5341693511274735,0.5341693511274735,2,3,3,8,Loyal Customers
2011-07-06,0.7452054794520548,0.5300276115968707,0.5300276115968707,2,3,3,8,Loyal Customers
2011-07-07,0.7438356164383562,0.5257708237459733,0.5257708237459733,2,3,3,8,Loyal Customers
2011-07-08,0.7424657534246576,0.46226415094339623,0.46226415094339623,2,2,2,6,Potential Customers
2011-07-09,0.7410958904109589,0.611366774045099,0.611366774045099,2,3,3,8,Loyal Customers
2011-07-10,0.7397260273972602,0.5590197883110907,0.5590197883110907,2,3,3,8,Loyal Customers
2011-07-11,0.7383561643835617,0.46755637367694436,0.46755637367694436,2,2,2,6,Potential Customers
2011-07-12,0.736986301369863,0.48734468476760234,0.48734468476760234,2,2,2,6,Potential Customers
2011-07-13,0.7356164383561644,0.4970087436723424,0.4970087436723424,2,2,2,6,Potential Customers
2011-07-14,0.7342465753424657,0.582374597330879,0.582374597330879,2,3,3,8,Loyal Customers
2011-07-15,0.7328767123287672,0.6346065347445927,0.6346065347445927,2,3,3,8,Loyal Customers
2011-07-16,0.7315068493150685,0.6789001380579844,0.6789001380579844,2,3,3,8,Loyal Customers
2011-07-17,0.7301369863013699,0.6074551311550852,0.6074551311550852,2,3,3,8,Loyal Customers
2011-07-18,0.7287671232876712,0.5103543488265072,0.5103543488265072,2,2,2,6,Potential Customers
2011-07-19,0.7273972602739726,0.5199033594109527,0.5199033594109527,2,2,2,6,Potential Customers
2011-07-20,0.726027397260274,0.4958582604693971,0.4958582604693971,2,2,2,6,Potential Customers
2011-07-21,0.7246575342465753,0.43281178094799816,0.43281178094799816,2,2,2,6,Potential Customers
2011-07-22,0.7232876712328767,0.38713759779107226,0.38713759779107226,2,2,2,6,Potential Customers
2011-07-23,0.7219178082191781,0.3754026691210309,0.3754026691210309,2,2,2,6,Potential Customers
2011-07-24,0.7205479452054795,0.41233317993557295,0.41233317993557295,2,2,2,6,Potential Customers
2011-07-25,0.7191780821917808,0.4392544868844915,0.4392544868844915,2,2,2,6,Potential Customers
2011-07-26,0.7178082191780822,0.5255407271053842,0.5255407271053842,2,3,3,8,Loyal Customers
2011-07-27,0.7164383561643836,0.5331339162448229,0.5331339162448229,2,3,3,8,Loyal Customers
2011-07-28,0.715068493150685,0.5025310630464795,0.5025310630464795,2,2,2,6,Potential Customers
2011-07-29,0.7136986301369863,0.43994477680625865,0.43994477680625865,2,2,2,6,Potential Customers
2011-07-30,0.7123287671232876,0.512310170271514,0.512310170271514,2,2,2,6,Potential Customers
2011-07-31,0.7109589041095891,0.49240681086056143,0.49240681086056143,2,2,2,6,Potential Customers
2011-08-01,0.7095890410958904,0.48826507132995856,0.48826507132995856,2,2,2,6,Potential Customers
2011-08-02,0.7082191780821918,0.5548780487804879,0.5548780487804879,2,3,3,8,Loyal Customers
2011-08-03,0.7068493150684931,0.4086516336861482,0.4086516336861482,2,2,2,6,Potential Customers
2011-08-04,0.7054794520547946,0.523930050621261,0.523930050621261,2,3,3,8,Loyal Customers
2011-08-05,0.7041095890410959,0.5572940635066729,0.5572940635066729,2,3,3,8,Loyal Customers
2011-08-06,0.7027397260273973,0.4914864242982052,0.4914864242982052,2,2,2,6,Potential Customers
2011-08-07,0.7013698630136986,0.4329268292682927,0.4329268292682927,2,2,2,6,Potential Customers
2011-08-08,0.7,0.49516797054762995,0.49516797054762995,2,2,2,6,Potential Customers
2011-08-09,0.6986301369863014,0.5269213069489186,0.5269213069489186,2,3,3,8,Loyal Customers
2011-08-10,0.6972602739726027,0.5473999079613437,0.5473999079613437,2,3,3,8,Loyal Customers
2011-08-11,0.6958904109589041,0.5487804878048781,0.5487804878048781,2,3,3,8,Loyal Customers
2011-08-12,0.6945205479452055,0.5617809479981593,0.5617809479981593,2,3,3,8,Loyal Customers
2011-08-13,0.6931506849315069,0.4749194661757938,0.4749194661757938,2,2,2,6,Potential Customers
2011-08-14,0.6917808219178082,0.43695352047860103,0.43695352047860103,2,2,2,6,Potential Customers
2011-08-15,0.6904109589041096,0.49654855039116425,0.49654855039116425,2,2,2,6,Potential Customers
2011-08-16,0.689041095890411,0.541072250345145,0.541072250345145,2,3,3,8,Loyal Customers
2011-08-17,0.6876712328767123,0.5375057524160147,0.5375057524160147,2,3,3,8,Loyal Customers
2011-08-18,0.6863013698630137,0.4352277956741832,0.4352277956741832,2,2,2,6,Potential Customers
2011-08-19,0.684931506849315,0.4752646111366774,0.4752646111366774,2,2,2,6,Potential Customers
2011-08-20,0.6835616438356165,0.5946847676023931,0.5946847676023931,2,3,3,8,Loyal Customers
2011-08-21,0.6821917808219178,0.4430510814542108,0.4430510814542108,2,2,2,6,Potential Customers
2011-08-22,0.6808219178082192,0.5448688449148643,0.5448688449148643,2,3,3,8,Loyal Customers
2011-08-23,0.6794520547945205,0.6756787850897378,0.6756787850897378,2,3,3,8,Loyal Customers
2011-08-24,0.678082191780822,0.587666820064427,0.587666820064427,2,3,3,8,Loyal Customers
2011-08-25,0.6767123287671233,0.4049700874367234,0.4049700874367234,2,2,2,6,Potential Customers
2011-08-26,0.6753424657534247,0.5337091578462955,0.5337091578462955,2,3,3,8,Loyal Customers
2011-08-27,0.673972602739726,0.1257478140819144,0.1257478140819144,2,1,1,4,At Risk
2011-08-28,0.6726027397260274,0.49608835710998617,0.49608835710998617,2,2,2,6,Potential Customers
2011-08-29,0.6712328767123288,0.5306028531983433,0.5306028531983433,2,3,3,8,Loyal Customers
2011-08-30,0.6698630136986301,0.5961803957662218,0.5961803957662218,2,3,3,8,Loyal Customers
2011-08-31,0.6684931506849315,0.5793833410032214,0.5793833410032214,2,3,3,8,Loyal Customers
2011-09-01,0.6671232876712329,0.5859410952600093,0.5859410952600093,2,3,3,8,Loyal Customers
2011-09-02,0.6657534246575343,0.541302346985734,0.541302346985734,2,3,3,8,Loyal Customers
2011-09-03,0.6643835616438356,0.5133456051541647,0.5133456051541647,2,2,2,6,Potential Customers
2011-09-04,0.663013698630137,0.5658076392084675,0.5658076392084675,2,3,3,8,Loyal Customers
